,f_lat,f_long
0,-38.42789814,258.5203072
1,-68.12885267,289.500243
2,-37.63860932,56.45265188
3,-20.21473587,115.1458332
4,-0.225134586,174.950253
5,-22.61014075,117.4494209
6,-31.56250109,132.9303868
7,0.354852953,191.9125748
8,-20.68847503,115.4672334
9,6.124216057,26.2704168
10,-3.222970417,232.6464683
11,-0.223745322,174.8970762
12,-0.223745322,174.8970762
13,-0.224201212,174.8977738
14,-0.224201212,174.8977738
15,-0.238684293,174.8816687
16,-0.238684293,174.8816687
17,-0.238684293,174.8816687
18,-0.238684293,174.8816687
19,-0.238684293,174.8816687
20,-0.238684293,174.8816687
21,16.73499503,278.0027762
22,-53.68975132,334.1031418
23,-2.155706066,173.6359678
24,-0.231291383,174.8894891
25,-0.231291383,174.8894891
26,-0.231291383,174.8894891
27,-0.231291383,174.8894891
28,-0.231291383,174.8894891
29,-8.42895323,32.89128635
30,-0.231291383,174.8894891
31,35.35669551,238.0691039
32,-60.83079004,19.7239951
33,-21.20616478,124.8483044
34,-0.369449606,245.0032954
35,27.18703058,220.3593626
36,-8.79430091,252.6770554
37,-0.220923739,174.880005
38,4.791222604,167.8699492
39,-20.29234229,109.3947838
40,-50.08251558,337.7069906
41,-49.96341607,1.837239136
42,4.791222604,167.8699492
43,-52.72739597,274.3436643
44,-50.45692075,329.6800928
45,-0.220999731,174.8801213
46,-49.55767405,36.62477861
47,48.64425807,294.8594302
48,50.54886422,281.7931192
49,-48.5181914,54.2136596
50,-53.03038273,38.26696916
51,-51.75508829,205.6697624
52,6.512199459,332.5166091
53,-46.56080123,196.4604977
54,-49.35456199,271.0119143
55,-51.30140408,10.61974507
56,-49.72268064,197.5615219
57,54.02640071,331.046833
58,-48.6133865,330.4727837
59,-51.127002,6.017213497
60,-50.57986919,3.07446078
61,53.41100814,342.6104301
62,-20.24865252,14.25136564
63,-20.71071767,119.2729465
64,-21.37454715,240.3487676
65,75.68549545,276.0333385
66,-3.757772403,220.0569824
67,-65.1661698,350.5174318
68,51.01204478,349.3757186
69,21.29979477,147.2623006
70,85.61743453,24.46344953
71,61.15694723,115.2619677
72,15.66885568,156.8936032
73,25.11563989,125.1002285
74,15.45039003,109.1940716
75,38.41817535,112.2577102
76,14.09743993,180.6447542
77,33.8546213,124.7190693
78,17.98233998,124.0123124
79,16.55592813,136.4718987
80,37.63044889,108.5835333
81,53.98126554,68.29682274
82,26.21454537,113.1347043
83,40.62803245,217.1696434
84,60.29367327,130.8202923
85,-14.64264764,77.82046074
86,-42.96848887,112.1172332
87,15.68984085,129.3543431
88,26.55006152,122.3122729
89,62.04062218,160.714913
90,42.65624829,126.4511394
91,42.86561581,124.6612056
92,33.65083855,160.8954866
93,25.43579861,122.2483605
94,26.694326,128.9462231
95,16.55592813,136.4718987
96,9.99365216,48.02498587
97,60.94960092,36.11554723
98,18.22724108,118.8298467
99,3.725030865,129.7108258
100,21.74876842,172.2015289
101,16.55592813,136.4718987
102,35.38937949,111.9331234
103,17.11471203,98.12927059
104,16.55592813,136.4718987
105,-56.132413,109.3520175
106,-5.85675531,176.9138154
107,53.61016699,124.2551231
108,-54.23462204,151.0243787
109,9.283625054,112.6211392
110,13.81331382,109.7992361
111,36.81991344,346.8212609
112,48.07769455,37.74081355
113,61.62053302,156.942165
114,-21.96735357,142.1587444
115,-49.53195523,3.506834154
116,21.05503526,134.2807743
117,46.56921679,210.3964284
118,-8.583640712,74.23495697
119,51.97843898,113.4617741
120,31.49774773,63.23607273
121,17.77533274,162.975842
122,49.50905348,191.2121899
123,17.08171737,102.9751339
124,4.158930392,137.1899288
125,-13.7679635,188.1540891
126,28.38841996,178.1066877
127,54.04500676,344.9365716
128,33.22875585,125.1723685
129,34.80641142,99.17901044
130,34.91953916,113.0423111
131,-51.36810052,117.0607227
132,-11.18746399,125.5522518
133,12.11630359,112.1519269
134,-7.634316057,163.4350233
135,3.725030865,129.7108258
136,7.118790885,132.0463078
137,39.6838477,98.68451374
138,19.68107289,113.8049768
139,30.89503845,128.5655653
140,75.10930467,170.5538794
141,64.82850929,39.43347517
142,25.51044056,151.6089926
143,23.63167345,230.7177115
144,16.55592813,136.4718987
145,39.98651506,134.8217529
146,39.98651506,134.8217529
147,-21.74230369,49.71258036
148,-10.41703149,188.663852
149,33.16077775,220.234999
150,-8.64555096,127.9267762
151,-6.243424321,191.8307609
152,3.725030865,129.7108258
153,3.725030865,129.7108258
154,-13.4576654,185.0211845
155,-48.31133289,345.3537345
156,44.20055588,159.10874
157,-51.24039412,161.7657513
158,44.62861035,100.5178952
159,48.05545707,163.1571584
160,23.06436275,133.0272819
161,-24.42562414,162.7707742
162,-67.21380369,143.4527975
163,-31.86743788,178.4312749
164,16.55592813,136.4718987
165,21.52961831,205.2407501
166,51.99867844,124.545224
167,1.064345099,67.74938837
168,34.91846517,123.388484
169,-0.221868284,174.8795244
170,-2.323781804,124.6759557
171,3.428923323,128.4040554
172,3.725030865,129.7108258
173,16.55592813,136.4718987
174,1.885463542,147.4773386
175,27.1701582,117.3350299
176,12.95692772,89.7405179
177,-13.47205884,184.0605813
178,52.00998873,135.0684305
179,-12.90639506,76.72268905
180,50.99096283,191.5916577
181,29.92565832,113.4311812
182,44.60238767,42.81403641
183,12.29333217,146.7278296
184,58.22491034,183.2792189
185,29.2023365,76.9868013
186,53.71441533,103.7936358
187,-16.07512432,109.9608285
188,23.22839216,114.3342619
189,54.21429684,64.55695494
190,-14.65313324,110.4602356
191,-43.36753937,118.9395856
192,67.93163346,72.01402555
193,27.42030977,84.86583869
194,-40.68067161,94.99454774
195,51.89493727,116.0659771
196,10.56837325,92.58810357
197,-35.46084035,146.4113204
198,-29.01138574,159.1553971
199,44.12702537,120.6244362
200,32.3109525,91.8344296
201,23.48907264,146.1830726
202,32.8050142,140.353939
203,62.54344789,134.9846479
204,62.55019224,87.10428682
205,-2.351299728,160.8007619
206,43.89047598,179.3306675
207,55.12060466,137.6990321
208,67.43090251,149.0450457
209,38.51840093,54.13582065
210,10.13296555,173.7341578
211,38.24419541,73.62339441
212,8.972358387,89.39360024
213,19.5465576,90.99112295
214,8.6292432,120.4290087
215,6.600889552,124.7505083
216,21.21348555,88.57062608
217,12.29333217,146.7278296
218,45.0234672,128.285535
219,-48.49371337,130.1727353
220,-10.75567199,105.217328
221,27.49722999,117.2065345
222,56.33348875,39.60085593
223,23.25458491,113.9253442
224,3.725030865,129.7108258
225,7.426798688,173.1871351
226,35.40672612,146.4879796
227,60.77545281,128.2482603
228,24.74276527,124.9551199
229,3.725030865,129.7108258
230,72.75179326,227.7191834
231,79.54965353,207.6445525
232,-16.49917783,109.8383146
233,-11.05077931,145.2671301
234,29.41123049,156.6707238
235,61.21928561,135.3335403
236,41.76232537,17.50066537
237,3.725030865,129.7108258
238,25.48080402,123.7409414
239,3.725030865,129.7108258
240,72.44090811,267.9543762
241,-14.7805273,105.765068
242,24.68705233,199.5795979
243,20.39217744,106.5703451
244,16.10526542,126.8272167
245,-52.28415433,113.9651359
246,38.28890524,94.70668931
247,31.86542231,82.15444289
248,42.70388975,179.5476354
249,47.81314707,33.01559064
250,21.17065451,119.8169419
251,16.91960484,124.4113638
252,43.86854679,78.1762737
253,37.8623297,77.34897337
254,27.6556894,126.4297531
255,-39.18550491,143.3545408
256,36.56466249,161.693001
257,47.85432477,120.6892894
258,70.62787895,205.2809901
259,-5.625932294,70.75951178
260,-36.04300494,118.9992952
261,-40.72328827,133.8149442
262,-34.03042289,313.5983247
263,51.99867844,124.545224
264,1.057418755,191.2550564
265,6.199226005,203.6461079
266,51.72955569,99.8642742
267,32.59518523,71.87291528
268,-7.000625181,166.7198109
269,37.914034,0.213805703
270,31.4078042,93.20640647
271,-16.28273238,129.6649372
272,-9.35823672,97.75177453
273,-39.72230939,108.4457193
274,20.93050494,125.4180866
275,6.934846324,210.6240518
276,26.52464674,19.79775873
277,-1.947644979,155.204395
278,38.69159051,168.853097
279,43.83788106,65.5198312
280,68.51449763,37.60904135
281,26.28395942,35.23275545
282,35.44798069,90.48716718
283,3.2855929,217.9985805
284,-43.52094747,117.9028108
285,-3.815205033,141.3712778
286,23.44814101,130.6665909
287,89.49708743,204.602247
288,89.49708743,204.602247
289,36.26019485,103.2243974
290,19.0398583,144.398705
291,-10.36535676,126.9925611
292,31.57359705,106.4741994
293,-30.20102999,76.3235796
294,29.3221889,140.2487137
295,75.315736,54.89585323
296,31.42152899,30.10209241
297,-33.03403524,152.5045065
298,16.2504675,119.252953
299,-21.78372224,103.2143465
300,-27.00581048,113.4272547
301,78.09036386,341.4017209
302,-4.611483632,145.3009358
303,70.67313806,42.99489363
304,68.4869684,41.99438161
305,33.21814437,115.5756645
306,-3.115439443,58.0069342
307,-43.86089502,72.4496338
308,-26.66565474,155.3983154
309,52.562672,82.13470001
310,3.725030865,129.7108258
311,31.79714568,127.9626047
312,-37.48878597,133.184207
313,31.3229411,200.8989805
314,20.73123609,132.8665459
315,7.44253647,48.71112792
316,-32.30929443,158.9246483
317,-47.8180096,141.5798303
318,67.79488774,238.599876
319,-47.35980125,96.15404556
320,60.07340679,241.8445771
321,-24.02099511,168.0993318
322,36.21639801,122.3850975
323,23.79709295,127.3556678
324,30.61457858,162.2097376
325,-37.75965756,87.49373689
326,23.21236875,187.0086634
327,35.49744125,143.2251271
328,36.68087312,154.2515404
329,65.18879018,310.4264443
330,49.69242356,145.6413316
331,32.720474,107.9748096
332,21.40563704,119.322601
333,37.91983614,23.34709796
334,18.58543786,129.5670878
335,42.57260681,120.1472512
336,19.06860907,76.74944752
337,24.91219354,132.7798293
338,31.00795719,128.7581544
339,34.81989138,134.1489928
340,34.81989138,134.1489928
341,11.67420621,192.1194261
342,26.9232811,121.9481473
343,9.394015631,91.56157782
344,25.40182919,119.7954781
345,13.57841309,140.6662085
346,16.11899991,94.43164407
347,27.80871558,113.2670568
348,43.62184563,165.4980965
349,72.04377991,205.0019035
350,49.48906922,131.4384806
351,-39.36801991,146.0283405
352,27.80871558,113.2670568
353,-4.004831925,156.5933212
354,-4.089882536,101.7946334
355,22.02024515,148.5438875
356,64.94360589,20.53614883
357,-9.795703406,96.95053421
358,34.80641142,99.17901044
359,12.80169067,170.7965014
360,-35.06751049,133.5452113
361,60.06200417,132.653769
362,20.3235811,43.2150623
363,36.58291143,131.6559488
364,20.16173427,173.901753
365,41.9115759,87.93212516
366,-10.92332516,107.7593644
367,37.73912335,109.0073878
368,30.88533514,217.5983476
369,9.167233847,59.66864873
370,5.13407416,93.93925332
371,-1.434919546,128.7086705
372,15.8527566,104.8664372
373,59.6327914,220.2928334
374,49.813435,63.77592889
375,-11.89810531,71.40186974
376,25.69298438,124.9386947
377,10.78822849,96.94462748
378,22.58410164,128.2097038
379,28.76347665,114.7601578
380,27.2468867,203.477067
381,26.44706142,122.2730055
382,55.00185576,131.0887284
383,15.60675136,135.438254
384,-16.52722286,162.4542465
385,28.0038828,91.04516537
386,-35.92721176,128.0500953
387,25.27949851,160.5749184
388,63.84551775,68.972771
389,80.51105144,237.3360834
390,20.57811901,128.1468063
391,15.8527566,104.8664372
392,17.72592046,136.8317971
393,70.40067369,184.4032941
394,27.18313888,105.7004715
395,0.202048592,133.2687011
396,12.05044147,146.8472118
397,65.85870725,97.73949964
398,35.06327022,149.4547722
399,72.43726102,211.1518571
400,45.68460712,129.1302879
401,31.79009362,139.8128612
402,78.7647494,20.50274801
403,63.18568524,38.98935992
404,29.5709408,28.99845206
405,26.61181068,64.52811511
406,21.33207525,125.9099187
407,72.35399786,133.587364
408,23.44208396,81.36249025
409,51.99867844,124.545224
410,25.77772995,140.6419648
411,-41.79752865,113.2915678
412,8.749337752,166.8117586
413,19.21940294,166.136837
414,32.42341917,190.4795339
415,13.4333112,41.17562407
416,50.73978206,75.29077201
417,16.4161199,110.8394856
418,11.96355804,212.6161078
419,8.332694768,142.8201024
420,41.20063548,63.15462843
421,34.19978232,42.69091128
422,33.53975231,87.72692158
423,26.77201793,123.735504
424,25.64129501,166.3165412
425,34.14495944,140.585775
426,21.19153531,102.772554
427,-37.47197597,275.9502347
428,22.32376568,184.4028168
429,39.92796077,122.8277687
430,75.90981485,101.6263263
431,-5.980699552,151.4599683
432,30.14026908,130.0074242
433,81.52299624,188.7095387
434,3.559416509,142.0150835
435,40.28259853,133.5120286
436,16.07173889,63.66189788
437,31.93846834,158.1727165
438,30.20684311,122.5173162
439,23.04064971,130.5286259
440,16.55592813,136.4718987
441,22.86741502,137.3105403
442,22.76503845,80.65945923
443,75.34361473,85.7683809
444,29.23265039,80.56816101
445,37.20170641,122.0649976
446,67.10149151,148.4578627
447,27.90929644,126.8947305
448,29.43868827,227.7811527
449,39.92947996,88.33474245
450,23.12423611,118.449375
451,30.22438485,121.0711296
452,-23.18958064,150.4306831
453,-5.20809248,180.4007887
454,47.18439728,186.8500055
455,34.06554935,64.62838196
456,-30.66237254,83.45399266
457,27.70601426,122.3085568
458,19.06860907,76.74944752
459,32.12619004,102.5209155
460,-17.29365989,195.665474
461,34.65159008,152.6759554
462,35.04603312,103.4795911
463,-25.6205211,87.16824505
464,16.3902871,22.36406732
465,21.84420084,39.36277199
466,24.62406953,129.1154491
467,55.83364468,200.1506668
468,-42.24924081,118.4640744
469,41.91922314,93.62886057
470,6.262483141,51.43615451
471,74.83158969,159.1539559
472,41.71089676,87.29924103
473,45.43974323,127.6901999
474,-7.950989207,120.6314656
475,-4.791466731,169.5817908
476,48.54174783,192.3347751
477,70.36279638,181.1303247
478,17.3362318,91.49667623
479,50.71971554,134.9450115
480,11.04164932,133.1513212
481,-22.94718529,179.3419402
482,25.27533885,150.9098193
483,28.59805578,119.640212
484,24.23593795,160.6615445
485,22.69693754,144.3311689
486,42.83997942,59.89958035
487,65.85870725,97.73949964
488,15.05884781,149.7475664
489,-19.11364984,153.273613
490,56.96605505,169.5800879
491,60.25380407,138.0740125
492,-0.877341729,63.19590646
493,24.34875887,121.5924601
494,22.14206848,124.5563425
495,50.05889198,139.5528537
496,33.03166207,42.0269075
497,28.46455791,122.4599713
498,29.16884863,158.0294026
499,-17.22876882,194.3575476
500,69.64482186,218.8584216
501,23.9785452,89.09302401
502,-38.1651848,63.08844422
503,25.82071697,125.9484929
504,44.19248636,95.72863128
505,15.75914638,53.23411787
506,34.01817557,82.08216041
507,52.02796639,145.2502215
508,50.72542111,110.018669
509,32.63254653,127.9797047
510,8.294927743,92.37104282
511,-57.32775999,100.2049333
512,-39.36801991,146.0283405
513,-33.90773776,199.8473953
514,27.75449059,113.2874084
515,58.75238997,247.3637845
516,16.55592813,136.4718987
517,-0.378867855,182.500564
518,-14.67790375,98.21559128
519,3.725030865,129.7108258
520,72.38835559,231.9336116
521,38.08373463,16.25274555
522,27.79317161,123.1785343
523,3.725030865,129.7108258
524,24.21852564,138.7052113
525,3.725030865,129.7108258
526,3.725030865,129.7108258
527,3.725030865,129.7108258
528,62.16950885,170.819141
529,65.19164613,170.6305526
530,38.31100838,130.3623705
531,18.96736353,105.8309064
532,24.84006598,121.489378
533,26.37236356,119.5650306
534,19.36796421,53.29521457
535,30.28173497,0.179062322
536,44.00179618,117.0331194
537,-54.88001992,122.31312
538,12.29333217,146.7278296
539,21.09584198,158.6032202
540,-5.282176811,161.9263183
541,8.754099108,147.2118188
542,35.2594156,120.9813559
543,34.88914427,75.87209816
544,-10.05269865,93.28328805
545,-62.28015725,127.9685911
546,54.38165947,125.1048028
547,-38.8198258,128.8532466
548,1.337292388,181.3438254
549,23.60617925,134.0026093
550,3.725030865,129.7108258
551,14.13665927,132.3816341
552,57.55303225,93.77130713
553,3.996144367,130.621098
554,5.521322849,159.1966721
555,76.83373692,334.1329347
556,52.75174116,51.15170866
557,3.725030865,129.7108258
558,32.14757874,157.7006944
559,3.725030865,129.7108258
560,3.725030865,129.7108258
561,50.22062701,262.6295796
562,-32.71299119,137.3872297
563,57.55303225,93.77130713
564,27.40632373,126.4055231
565,-37.59621006,138.4370615
566,-9.007324827,141.5673115
567,-41.81702179,105.5200913
568,-47.54144731,55.45288116
569,25.26247214,121.8577488
570,28.69950943,122.3619412
571,-12.46393621,177.2612801
572,28.86075521,166.5077204
573,16.55592813,136.4718987
574,-33.71042803,313.7382138
575,39.93507144,140.840846
576,53.88428643,358.926746
577,13.00934205,150.0276352
578,30.64091051,39.79654974
579,-4.898671606,158.9635268
580,28.7835331,123.3704838
581,-25.40285402,82.65154028
582,-25.11036308,108.3376865
583,16.54018149,136.3054658
584,54.15864568,55.11579285
585,33.02889806,124.720961
586,-39.42956573,186.0755707
587,40.10228444,187.7348155
588,-17.68485126,74.99649921
589,45.57350355,137.0623299
590,33.08235517,117.1016176
591,-22.19537285,144.8890243
592,26.13167138,177.5108896
593,3.725138841,129.7112408
594,3.725138841,129.7112408
595,3.725138841,129.7112408
596,3.725138841,129.7112408
597,42.86561581,124.6612056
598,61.52771995,122.6468872
599,64.46030578,336.2071219
600,28.93051629,110.5174994
601,25.88965054,118.4468312
602,21.25002024,50.43185567
603,-9.206112213,97.51677726
604,31.12805431,122.9775163
605,45.04457801,134.6629331
606,20.13008412,106.7180197
607,59.25916661,52.35251816
608,-20.14393675,188.2013078
609,13.03293847,214.1171088
610,16.55592813,136.4718987
611,18.09958643,137.7147055
612,63.51036991,309.7609862
613,36.73634197,65.19045132
614,30.35016391,102.2397007
615,10.20819217,77.19441071
616,64.88433292,113.8192414
617,32.36168732,113.2978922
618,-14.27195106,122.0041182
619,-49.66599228,113.0175499
620,-30.20102999,76.3235796
621,-8.742850578,91.59256915
622,21.7832777,130.9605673
623,39.94559756,224.6056938
624,25.70061865,88.24550249
625,23.41690563,112.8965874
626,25.87859796,132.2162651
627,28.38054785,149.2750845
628,40.38336199,153.2638754
629,42.84323115,124.6923451
630,65.76066289,97.60868125
631,-30.06305696,133.8900013
632,48.95543543,289.6836383
633,42.89285113,122.0741731
634,-34.38380121,311.5476871
635,17.32269504,91.50306465
636,3.733140137,129.6895949
637,-30.29312572,76.38810164
638,3.809314609,129.9729908
639,-30.19612166,76.26622783
640,16.58360562,136.4276149
641,-30.27499766,76.38238376
642,3.750239081,129.7543006
643,3.724780187,129.6971288
644,4.133417933,131.0619782
645,32.23061892,173.3780729
646,31.21101801,173.2217423
647,32.20488694,173.374367
648,51.96563213,124.6246538
649,17.32825696,91.48894963
650,-45.10254218,343.2294822
651,64.95971062,95.03959451
652,31.06205159,123.9854482
653,66.3989469,100.0703022
654,34.14105394,173.4601479
655,15.73676284,135.5806632
656,65.14425593,95.63271275
657,3.76051401,129.8315146
658,4.253692588,131.3964414
659,16.62233279,136.5490102
660,9.585948849,232.1125095
661,-30.15708027,133.3289065
662,65.79074062,97.71419378
663,15.64776757,135.4986171
664,66.57346017,100.8051793
665,3.725138841,129.7112408
666,65.76092829,97.56702919
667,64.71932734,94.34702848
668,51.78246581,127.2701103
669,51.96430442,124.6587142
670,65.71931421,97.46481719
671,27.72746124,113.2751149
672,3.770170072,129.8289089
673,3.72096402,129.6431138
674,3.714475518,129.6182045
675,3.725138841,129.7112408
676,3.725138841,129.7112408
677,3.725138841,129.7112408
678,30.9032335,120.0057419
679,27.74894153,113.2645857
680,18.25304684,128.5634456
681,-31.18893515,77.54158408
682,-32.75117569,319.1909146
683,-64.6993603,23.73079866
684,65.00816945,95.18318342
685,65.90053532,98.10569972
686,3.423983135,128.3805507
687,3.725138841,129.7112408
688,3.725138841,129.7112408
689,3.725138841,129.7112408
690,40.27306849,143.1071306
691,39.86614058,135.0189503
692,39.88890274,134.9662044
693,39.95129365,134.8742518
694,38.93919089,136.3253437
695,38.95635755,136.305024
696,40.1308545,134.7232366
697,40.17618869,134.6534548
698,19.1515545,76.67318124
699,17.29369603,91.51677187
700,58.42475683,359.8367838
701,3.73663439,129.7028712
702,9.622459333,125.6290322
703,3.686636342,129.510194
704,3.752442981,129.7625932
705,3.735323245,129.6978928
706,4.016575661,130.6884432
707,3.369372615,128.2148444
708,3.764974087,129.8480928
709,3.725138841,129.7112408
710,3.725138841,129.7112408
711,3.725138841,129.7112408
712,4.239849403,131.3866156
713,15.22576293,135.0191052
714,16.50786087,136.3833163
715,32.34213994,173.3939898
716,18.98891682,76.74595024
717,3.725138841,129.7112408
718,3.725138841,129.7112408
719,3.290554785,127.8104323
720,3.725138841,129.7112408
721,3.725138841,129.7112408
722,79.44731829,98.05089718
723,-50.91287388,21.38712013
724,3.72522478,129.7112181
725,52.51584835,17.05938148
726,-11.80132171,281.0852703
727,-16.89379536,254.3460298
728,55.79895269,325.5301468
729,-3.452325891,53.12143862
730,-50.06099117,4.374483807
731,41.12091575,142.331854
732,-49.71153629,202.2136681
733,-47.26346992,169.3450083
734,19.11828323,110.1094734
735,65.22068546,99.06139228
736,-8.878257903,341.5544764
737,-8.463881681,177.6495939
738,-8.379089554,177.7116644
739,41.22988062,142.2616368
740,-7.36305334,178.4315371
741,-8.524407686,177.6051939
742,-57.42964646,46.42969122
743,-2.46894027,146.4289259
744,34.00684593,123.0936852
745,-8.494148835,177.6274006
746,-9.56316979,176.8434801
747,-54.04577946,351.0120973
748,-8.488096068,177.6318403
749,-8.391206688,177.7028035
750,-7.488285588,178.3424032
751,-8.609088211,177.5429444
752,-9.248104037,177.0682067
753,-8.354851317,177.7293797
754,-8.354851317,177.7293797
755,-8.370000835,177.7183086
756,-8.819772533,177.7715441
757,-8.524523848,177.7664457
758,-8.564909729,177.7711995
759,-8.524523848,177.7664457
760,-8.524523848,177.7664457
761,-8.522840222,177.7676439
762,-8.524523848,177.7664457
763,-8.524523848,177.7664457
764,-8.524523848,177.7664457
765,-8.524523848,177.7664457
766,-8.524523848,177.7664457
767,-8.524523848,177.7664457
768,-8.524523848,177.7664457
769,-8.524523848,177.7664457
770,-8.524523848,177.7664457
771,-8.524523848,177.7664457
772,-8.523203608,177.7678287
773,-8.523203608,177.7678287
774,23.18822715,29.93555032
775,74.67737317,18.83744461
776,68.67834963,117.0188911
777,-71.7046286,14.07272523
