,f_lat,f_long,fv_redshift,f_ra_deg,f_dec_deg
0,-38.427898136331386,258.52030724808384,0.341,74.33333333333333,-51.39305555555556
1,-68.12885267168046,289.5002430107531,0.1758,20.320833333333333,-48.21361111111111
2,-37.63860931928532,56.45265187807289,0.5976,326.3,0.1602777777777777
3,-20.21473586791659,115.14583324280729,0.6663,3.0,42.06
4,-0.2251345859111878,174.95025300049917,0.2985,83.0375,33.08694444444445
5,-22.610140747833047,117.44942085012114,0.1739,6.25,39.98
6,-31.562501087223634,132.93038683322357,0.8491,22.75,30.540000000000003
7,0.35485295322227,191.91257483806334,0.1274,93.25,18.786444444444445
8,-20.688475028438226,115.46723342781976,0.4989,3.5,41.64
9,6.124216057332404,26.270416796687304,0.7984,274.3625,-3.095833333333333
10,-3.222970417110891,232.64646827679235,0.4691,109.14583333333331,-18.988888888888887
11,-0.22374532171776915,174.89707624118785,0.3015,83.00416666666666,33.132222222222225
12,-0.22374532171776915,174.89707624118785,0.307,83.00416666666666,33.132222222222225
13,-0.22420121240179403,174.8977738195451,0.2966,83.00416666666666,33.13138888888889
14,-0.22420121240179403,174.8977738195451,0.2995,83.00416666666666,33.13138888888889
15,-0.23868429345609865,174.88166867747768,0.3006,82.97916666666667,33.136944444444445
16,-0.23868429345609865,174.88166867747768,0.3006,82.97916666666667,33.136944444444445
17,-0.23868429345609865,174.88166867747768,0.2981,82.97916666666667,33.136944444444445
18,-0.23868429345609865,174.88166867747768,0.299,82.97916666666667,33.136944444444445
19,-0.23868429345609865,174.88166867747768,0.3003,82.97916666666667,33.136944444444445
20,-0.23868429345609865,174.88166867747768,0.2981,82.97916666666667,33.136944444444445
21,16.734995032724058,278.0027762237775,1.4093,161.10833333333332,-39.91027777777778
22,-53.6897513232476,334.1031417534844,0.2708,340.62916666666666,-54.92166666666667
23,-2.1557060657492713,173.63596778344265,0.3235,80.25,33.1
24,-0.23129138256273796,174.88948908574415,0.3014,82.99166666666666,33.13444444444444
25,-0.23129138256273796,174.88948908574415,0.3062,82.99166666666666,33.13444444444444
26,-0.23129138256273796,174.88948908574415,0.3097,82.99166666666666,33.13444444444444
27,-0.23129138256273796,174.88948908574415,0.3015,82.99166666666666,33.13444444444444
28,-0.23129138256273796,174.88948908574415,0.3015,82.99166666666666,33.13444444444444
29,-8.428953230336672,32.891286347998026,1.6824,290.3541666666667,-3.868333333333333
30,-0.23129138256273796,174.88948908574415,0.3001,82.99166666666666,33.13444444444444
31,35.356695513048855,238.06910387130145,0.8986,145.20833333333334,-2.5486111111111107
32,-60.83079003586321,19.723995099771866,2.5489,339.70416666666665,-29.819444444444443
33,-21.20616478271896,124.8483044342837,1.1515,15.25,41.63
34,-0.36944960556292594,245.0032953805295,0.7597,118.44583333333334,-28.391388888888887
35,27.18703058235977,220.35936263039588,0.2515,130.35416666666666,6.084722222222222
36,-8.79430090995518,252.67705539246043,0.3965,114.175,-39.20222222222223
37,-0.2209237394137553,174.88000500248657,0.3079,82.99583333333334,33.14805555555556
38,4.7912226036220975,167.86994920706658,1.4537,83.5,41.75
39,-20.29234229447057,109.39478377570838,0.2592,356.0,40.8
40,-50.08251558412389,337.7069905995705,0.5113,333.25,-54.96666666666667
41,-49.96341607152513,1.8372391361360452,0.9357,326.75,-40.15
42,-52.727395971428855,274.3436642836116,0.2401,44.75,-56.73333333333333
43,-50.45692074621198,329.680092785825,0.3128,339.0,-59.05
44,-0.22099973057522543,174.88012125939107,0.3061,82.99583333333334,33.14791666666667
45,-49.55767404865811,36.62477861485359,0.3892,329.95,-18.05
46,48.64425807099519,294.85943020289335,0.4538,187.375,-13.883333333333333
47,50.548864222699024,281.79311922234774,0.2996,179.4,-10.1
48,-48.51819140318726,54.21365960362304,0.4549,334.375,-7.333333333333333
49,-53.03038273460533,38.2669691577288,0.1119,333.75,-18.33333333333333
50,-51.755088289867565,205.66976236184502,0.5911,52.75,-16.766666666666666
51,6.512199459476706,332.5166091012003,1.1738,237.60416666666663,-45.82777777777778
52,-46.56080122594407,196.46049773003938,0.1436,54.75,-9.066666666666666
53,-49.35456198752029,271.01191432924895,0.2046,52.0,-56.93333333333333
54,-51.30140408267172,10.619745072118384,0.6855,328.25,-34.55
55,-49.7226806443001,197.56152194099948,0.3899,52.325,-11.266666666666667
56,54.02640071438265,331.04683300680415,0.4368,209.0,-5.283333333333333
57,-48.61338649536586,330.4727837334519,0.4847,335.5,-59.75
58,-51.127002000353684,6.017213496563278,0.3442,328.05,-37.43333333333333
59,-50.57986919417539,3.0744607795487644,0.6338,327.475,-39.31666666666667
60,53.41100814000629,342.61043007037995,0.1685,215.25,-2.4166666666666665
61,-20.248652515772086,14.251365639679014,0.4304,293.75,-25.166666666666668
62,-20.71071767292955,119.272946486257,0.5433,8.25,42.03
63,-21.374547152063908,240.34876757687078,0.3895,94.0,-33.21666666666667
64,75.6854954499014,276.03333846795795,0.4725,186.2333333333333,14.216666666666669
65,-65.16616980310445,350.517431849606,0.3624,348.3,-41.75388888888889
66,51.01204477671026,349.37571862514824,0.386,220.0,-1.8
67,21.299794773567307,147.2623006441314,0.6384,93.42,67.1
68,85.61743453296513,24.463449533600322,0.6261,197.7,26.4
69,61.156947226508926,115.26196769936021,0.1076,199.4,55.580000000000005
70,15.668855681687388,156.8936031960939,0.2304,89.9,56.5
71,25.115639886566434,125.10022853126824,0.7782,57.39,87.2
72,15.450390028558438,109.19407163293447,0.5598,322.53,72.7
73,38.41817535192762,112.25771017502358,0.7001,228.56,75.6
74,14.09743993376526,180.64475418580375,0.3039,101.5,34.9
75,33.85462130138101,124.71906929134994,0.1568,180.41,83.1
76,17.982339984120618,124.01231237534888,0.6971,19.3,80.8
77,16.55592813003299,136.47189872906068,0.1042,65.5,73.6
78,37.630448885744144,108.58353330835423,0.2337,238.26,74.0
79,53.981265540172245,68.29682274144733,0.9482,233.2,42.2
80,26.214545371078973,113.13470432631925,0.3351,286.6,81.2
81,40.62803245271202,217.16964343343165,0.3726,141.5,14.3
82,60.2936732709514,130.8202922958303,2.8212,185.8,56.4
83,-14.642647635468288,77.82046073602166,0.7862,320.9,29.5
84,-42.96848886880805,112.11723316264737,0.6317,4.5,19.2
85,15.689840846887801,129.35434312425423,0.5371,41.7,77.1
86,26.5500615207526,122.31227285702064,1.3322,329.0,89.2
87,62.04062218461698,160.71491300587073,0.3869,167.9,47.1
88,42.656248294659804,126.45113937705013,0.1937,183.31,74.21000000000001
89,42.8656158105708,124.66120564929624,0.1954,188.2,74.2
90,33.65083854578323,160.89548663093188,0.3886,123.6,56.8
91,25.435798612539568,122.24836046542846,0.6308,352.8,88.2
92,26.694326000793872,128.9462231219256,0.1958,99.6,84.61999999999999
93,16.55592813003299,136.47189872906068,0.1042,65.5,73.6
94,9.993652159829498,48.02498587043441,0.2543,280.6,17.9
95,60.94960091954077,36.11554723456268,0.1815,225.2,25.0
96,18.227241081944644,118.8298467201871,0.2367,349.0,80.33
97,3.725030864879157,129.71082576389344,0.0306,29.50312583333333,65.71675419444445
98,21.748768424295513,172.20152885168952,2.107,107.2,45.1
99,16.55592813003299,136.47189872906068,0.1077,65.5,73.6
100,35.38937948952988,111.93312339585131,0.8081,238.8,77.5
101,17.114712025529975,98.1292705907871,1.3105,301.3,65.0
102,16.55592813003299,136.47189872906068,0.1042,65.5,73.6
103,-56.132412998451,109.35201745196801,0.5462,5.3,5.94
104,-5.856755310499701,176.91381543324135,0.3586,78.9,28.3
105,53.61016699086693,124.25512308472709,0.4548,191.1,63.5
106,-54.23462203930252,151.02437874430015,0.3921,28.9,5.1
107,9.283625054291257,112.62113922494454,0.3748,342.3,69.67
108,13.813313816473304,109.79923613388297,0.1141,327.61,71.9
109,36.81991343983299,346.82126089886503,0.5234,227.72916666666663,-13.897222222222222
110,48.077694554027865,37.74081354848636,0.1735,239.14,22.9
111,61.6205330173266,156.9421650060302,0.3348,169.08,48.75
112,-21.967353571142322,142.15874440449642,1.0106,35.5,37.5
113,-49.531955226512665,3.506834154049356,0.3603,326.1041666666667,-39.1
114,21.055035260957027,134.28077427120508,0.1861,74.9,78.0
115,46.56921679362799,210.39642835365572,0.6396,145.5,20.99
116,-8.58364071163474,74.23495697473568,0.1606,312.95,30.85
117,51.97843897837829,113.46177411934343,0.6837,206.3,64.15
118,31.497747730762114,63.23607273135066,0.2989,262.8,38.4
119,17.775332735818974,162.97584202552295,0.2097,97.2,52.0
120,49.509053478593,191.21218994702235,0.9489,146.1,34.1
121,17.08171736743501,102.97513393879872,0.2844,307.3,69.0
122,4.158930392421758,137.18992882455916,0.9786,46.0,63.3
123,-13.767963503542699,188.15408907233933,0.7297,78.6,14.7
124,28.388419962419647,178.10668773433613,0.6851,117.9,41.6
125,54.04500676028702,344.9365715624294,0.3762,216.0,-1.1
126,33.22875584653728,125.17236845808074,0.5405,175.8,83.6
127,34.80641141633926,99.17901043546622,1.1824,256.3,68.3
128,34.91953915726853,113.04231114802548,0.2953,237.8,78.5
129,-51.36810052327482,117.06072267223308,1.7526,9.125,11.333277777777775
130,-11.187463985010611,125.55225180437851,0.9699,17.0,51.6
131,12.116303590209657,112.15192693562608,0.1658,336.8,71.9
132,-7.634316057342218,163.4350233490884,0.2489,67.2,37.6
133,3.725030864879157,129.71082576389344,0.0285,29.50312583333333,65.71675419444445
134,7.118790885083462,132.04630780674637,0.4881,37.9,68.2
135,39.683847695513435,98.68451373672292,0.4876,244.7,66.3
136,19.681072885453514,113.80497681165714,0.9971,322.6,78.8
137,30.895038449766922,128.5655652725011,0.5004,141.6,83.8
138,75.10930466878621,170.55387936068306,0.5107,179.2,36.5
139,64.82850929044538,39.43347517311988,0.293,221.2,27.1
140,25.510440555854263,151.60899260025593,0.5405,105.8,64.3
141,23.631673448913524,230.7177114707859,0.6668,131.9,-3.8
142,16.55592813003299,136.47189872906068,0.0931,65.5,73.6
143,39.98651506086247,134.82175286141322,0.0879,158.4,73.8
144,39.98651506086247,134.82175286141322,0.0879,158.4,73.8
145,-21.742303694110483,49.71258035635325,0.6145,309.8,4.0
146,-10.417031485902852,188.66385199458048,0.1273,81.8,16.1
147,33.16077775463509,220.23499896133953,0.1375,135.67,8.9
148,-8.645550960357433,127.92677623253563,1.2536,21.26,53.9
149,-6.243424321006098,191.83076085503234,0.1982,87.2,15.6
150,3.725030864879157,129.71082576389344,0.0306,29.50312583333333,65.71675419444445
151,3.725030864879157,129.71082576389344,0.0235,29.50312583333333,65.71675419444445
152,-13.457665400181753,185.02118454566198,0.4505,77.1,17.4
153,-48.31133289410098,345.3537344703167,0.5705,327.35,-51.02916666666666
154,44.20055587971066,159.10874002611055,0.9247,142.98,56.4
155,-51.240394115762484,161.76575132591395,0.3519,36.05,4.5
156,44.62861034831066,100.51789521537368,0.4041,232.7,64.94
157,48.055457070015144,163.15715835530685,0.9093,147.7,52.5
158,23.064362754422916,133.02728194650652,0.4891,81.1,80.0
159,-24.425624135109828,162.77077423423106,1.6406,53.2,25.7
160,-67.21380369270359,143.45279754840675,0.5488,20.7,-5.6
161,-31.86743788039903,178.43127492120163,0.3895,58.3,10.8
162,16.55592813003299,136.47189872906068,0.1005,65.5,73.6
163,21.52961831394664,205.2407500794998,1.0594,119.175,16.149083333333333
164,51.998678437238894,124.54522395662714,0.3697,190.5,65.1
165,1.0643450985301144,67.74938837201681,0.132,299.4,31.1
166,34.91846517095796,123.38848401511734,0.2747,190.1,82.2
167,-0.22186828399675698,174.87952444384428,0.3352,82.994575,33.147941
168,-2.3237818043949745,124.6759557087138,0.8719,16.4,60.5
169,3.4289233227668667,128.4040554164936,0.0257,26.25,65.73
170,3.725030864879157,129.71082576389344,0.0343,29.50312583333333,65.71675419444445
171,16.55592813003299,136.47189872906068,0.1042,65.5,73.6
172,1.8854635418047643,147.47733856589454,0.3881,60.0,55.5
173,27.170158196072666,117.33502988214889,0.2029,281.1,85.02
174,12.95692771789583,89.74051789631109,0.6765,300.76,55.9
175,-13.472058843447625,184.0605813497068,1.5951,76.52916666666667,18.159916666666664
176,52.009988728851155,135.0684304678303,1.0435,176.0,63.5
177,-12.906395056909982,76.72268904984954,0.7105,318.6,29.9
178,50.99096282734022,191.59165770817827,0.2829,147.9,33.93
179,29.925658318806317,113.43118124897782,0.4673,262.1,81.2
180,44.602387673241374,42.81403640547854,0.8789,243.8,25.4
181,12.293332174622034,146.72782963415725,0.322,73.9,63.22
182,58.22491033715535,183.27921885773674,0.4543,157.2,38.28
183,29.20233649510108,76.98680129503506,0.5818,268.77,49.7
184,53.71441532771755,103.79363579668768,0.148,215.62,59.9
185,-16.075124321662006,109.96082846215816,0.3332,355.1,45.0
186,23.22839215941598,114.33426192698465,0.3704,307.6,81.3
187,54.21429684211973,64.55695493769902,0.4948,233.4,40.0
188,-14.65313323746424,110.4602355725525,0.1545,355.19,46.5
189,-43.36753936619198,118.9395855655386,1.6089,9.783333333333331,19.408805555555556
190,67.93163345670618,72.01402554726583,0.6746,215.0,39.3
191,27.420309770540758,84.865838689698,0.8135,273.4,56.3
192,-40.68067160900496,94.99454774498773,0.6403,351.0,17.4
193,51.89493726944104,116.06597707400319,0.7872,202.8,64.7
194,10.568373246776998,92.58810356980861,0.4194,307.1,57.0
195,-35.46084034677255,146.4113204295914,0.6038,33.6,23.6
196,-29.011385739756978,159.1553971443052,0.3468,47.31,24.0
197,44.12702536677391,120.62443616475323,2.3758,198.5,72.9
198,32.31095249942683,91.83442959964668,0.5356,264.4,62.6
199,23.489072640500364,146.18307257097547,0.2883,98.2,68.7
200,32.8050141999528,140.35393898935615,0.6374,127.7,73.9
201,62.54344788597445,134.98464786784137,0.6099,183.5,53.7
202,62.550192243003806,87.1042868204867,0.3831,216.4,47.5
203,-2.351299728435467,160.80076187468683,0.2361,70.0,43.1
204,43.890475981664444,179.3306675479136,1.0507,138.8,42.15
205,55.1206046599123,137.6990321341658,0.6136,175.9,60.02
206,67.4309025101076,149.0450457426312,1.1078,178.6,46.7
207,38.51840093360704,54.13582064597567,2.0132,252.62,32.4
208,10.132965552816591,173.7341578078462,0.2656,93.4,39.34
209,38.24419541397065,73.62339441009053,0.4784,254.8,47.56
210,8.972358387218627,89.3936002402596,0.3729,306.3,53.5
211,19.546557602270397,90.99112295468869,1.0666,290.5,59.8
212,8.629243199979525,120.42900873172513,1.5782,5.1,71.35
213,6.600889551652334,124.75050828238975,0.4924,18.0,69.4
214,21.21348555237079,88.57062607578276,0.3504,286.0,58.2
215,12.293332174622034,146.72782963415725,0.3251,73.9,63.22
216,45.02346719850847,128.28553496007177,1.8556,180.8,71.6
217,-48.49371336789049,130.17273531677904,0.6253,17.8,14.1
218,-10.755671990628695,105.21732799556037,0.1087,346.1,48.4
219,27.497229987287422,117.20653454491135,0.2378,277.4,84.9
220,56.33348874833422,39.60085593216362,0.3174,230.6,25.9
221,23.254584908045207,113.92534423747603,1.2757,306.31,80.98
222,3.725030864879157,129.71082576389344,0.0322,29.50312583333333,65.71675419444445
223,7.426798687893924,173.18713511556015,0.431,90.0,38.55
224,35.406726122051126,146.48797964729445,1.028,131.1,68.3
225,60.77545280644654,128.24826034958167,1.3325,188.2,56.16
226,24.74276526720859,124.9551199156825,0.2973,50.64,87.0
227,3.725030864879157,129.71082576389344,0.0361,29.50312583333333,65.71675419444445
228,72.75179326030666,227.71918339954692,0.556,174.9,21.6
229,79.54965353390165,207.64455252525187,0.1158,181.1,27.6
230,-16.499177825187918,109.8383146156713,0.2606,355.11,44.56
231,-11.050779313706247,145.26713007417018,0.6408,45.4,46.1
232,29.41123049082916,156.67072381584063,0.5657,115.3,60.3
233,61.21928561349451,135.33354027926404,0.6667,182.5,54.9
234,41.76232537400604,17.50066537317922,0.5594,239.32,7.3
235,3.725030864879157,129.71082576389344,0.0285,29.50312583333333,65.71675419444445
236,25.48080402411529,123.74094136120327,0.272,36.8,88.2
237,3.725030864879157,129.71082576389344,0.0306,29.50312583333333,65.71675419444445
238,72.44090810761847,267.9543762492619,0.2958,182.66,12.4
239,-14.780527295089037,105.76506796145306,0.3494,349.1,44.9
240,24.68705232923706,199.5795978563802,0.3344,120.2,22.16
241,20.392177443261772,106.570345071891,0.2676,303.6,73.6
242,16.105265416061645,126.82721674900364,0.6773,31.8,78.4
243,-52.284154334289504,113.96513590419997,0.7165,7.3,10.2
244,38.288905243774906,94.70668930793332,0.5452,250.4,63.9
245,31.865422305820196,82.15444289013772,0.4877,265.2,54.4
246,42.703889745921096,179.5476353681299,0.8996,137.2,42.0
247,47.81314706745576,33.015590635865635,0.3736,238.4,19.8
248,21.170654510816053,119.81694188899317,0.6865,346.7,83.4
249,16.919604836920556,124.41136383496477,0.998,20.8,79.7
250,43.86854679330854,78.17627370486768,0.9748,245.8,50.5
251,37.862329700581334,77.34897336754783,0.2218,255.3,50.5
252,27.65568939680891,126.42975306789559,0.9589,113.3,86.85
253,-39.18550491102181,143.35454076482227,1.2866,29.7,21.0
254,36.56466249049642,161.69300103855556,0.1886,128.8,56.0
255,47.85432477049648,120.68928942055615,0.5404,197.1,69.2
256,70.6278789466522,205.2809901331582,0.8307,171.0,28.0
257,-5.625932293950473,70.75951177683793,1.1149,307.8,29.9
258,-36.04300494456856,118.99929518708358,0.6611,9.3,26.72
259,-40.72328826735755,133.8149442336631,0.3618,21.7,21.4
260,-34.030422885544176,313.59832465791504,0.3473,322.4166666666667,-78.52416666666666
261,51.998678437238894,124.54522395662714,0.3665,190.5,65.1
262,1.0574187550535845,191.25505636604058,0.2679,93.57,19.7
263,6.199226004581822,203.64610791962485,1.0848,104.2,11.07
264,51.72955569431315,99.86427419514109,1.8202,221.8,59.9
265,32.595185227902434,71.87291528286899,0.6942,262.9,45.8
266,-7.000625181420937,166.71981091377498,0.372,70.5,35.6
267,37.91403399723997,0.2138057031226231,0.5059,234.7,-5.7
268,31.407804198649753,93.20640646710726,0.3709,266.3,63.8
269,-16.28273237790791,129.66493716562448,0.28,22.2,46.1
270,-9.358236719809126,97.75177453461029,0.2121,335.6,46.1
271,-39.722309392739966,108.44571929399628,0.795,0.9,21.8
272,20.930504937571627,125.41808660363226,0.1128,33.5,83.4
273,6.934846323903721,210.62405177085074,0.1461,108.0,5.2
274,26.524646737804833,19.797758726539165,0.1488,253.5,1.3
275,-1.9476449793549346,155.20439502138302,0.2352,64.95,47.44
276,38.69159050675721,168.85309699729729,0.4686,131.7,50.2
277,43.83788106126268,65.51983119644726,0.2225,247.0,41.42
278,68.51449762845535,37.60904134585729,0.1796,217.0,26.8
279,26.283959423312318,35.232755446599306,1.2315,260.0,13.53
280,35.44798068751669,90.48716717517752,0.4087,257.98,61.2
281,3.285592900304423,217.9985804606478,0.2072,108.1,-3.0
282,-43.520947467982786,117.90281082744637,0.8415,9.0,19.2
283,-3.8152050334546446,141.37127777699502,0.7715,45.6,54.3
284,23.448141009071144,130.66659086722734,0.6796,76.8,82.1
285,89.49708743421061,204.60224700722253,0.448,192.3,27.2
286,89.49708743421061,204.60224700722253,0.4434,192.3,27.2
287,36.26019485195478,103.22439739678994,0.6007,249.32,70.96000000000001
288,19.03985829970676,144.39870495197002,1.0316,85.1,68.7
289,-10.365356755500681,126.99256105151088,1.2933,19.4,52.3
290,31.57359705123838,106.47419940898351,0.3025,261.7,75.0
291,-30.201029990562777,76.32357959539665,0.3787,331.7,17.4
292,29.32218890068318,140.24871371193316,0.8008,115.1,74.6
293,75.31573599617762,54.895853233365976,1.1115,208.9,31.7
294,31.421528988012756,30.102092412021573,0.2118,253.31,11.55
295,-33.034035238938124,152.50450649431502,0.6265,39.7,23.6
296,16.25046750409454,119.2529529977567,0.3447,354.7,78.6
297,-21.783722238130224,103.21434645859512,1.1281,349.6,37.5
298,-27.00581047519497,113.42725472115467,0.4428,2.5,35.1
299,78.09036386128336,341.40172089801706,0.6684,200.6,17.6
300,-4.611483632141028,145.30093576710263,1.0139,50.5,51.6
301,70.6731380622619,42.99489363303168,0.4434,214.69,28.8
302,68.48696839529313,41.99438160706719,0.309,217.17,28.4
303,33.21814437327412,115.57566453196152,0.3286,237.3,81.2
304,-3.1154394427148797,58.00693420374626,0.3373,297.8,20.6
305,-43.860895022814155,72.44963379626071,0.2549,338.9,5.3
306,-26.66565473909654,155.39831538974445,0.5194,45.7,27.8
307,52.56267199794461,82.13470001432898,0.1806,231.5,50.5
308,3.725030864879157,129.71082576389344,0.0343,29.50312583333333,65.71675419444445
309,31.797145682883407,127.96260466449512,0.6271,150.9,83.6
310,-37.48878597000094,133.1842070158563,0.66,21.8,24.67
311,31.322941097745378,200.8989805009919,0.22,127.4,23.3
312,20.731236089011922,132.86654594896214,0.254,69.8,78.9
313,7.442536470227392,48.7111279226251,0.2514,283.32,17.4
314,-32.309294432098476,158.9246482649707,0.4526,45.1,21.4
315,-47.81800960285761,141.5798302575328,1.2818,25.6,13.2
316,67.79488773711947,238.59987601596427,0.9385,172.1,16.05
317,-47.35980124625171,96.15404556202888,1.7075,354.7,11.7
318,60.073406788984585,241.84457711355353,0.4997,166.5,10.4
319,-24.02099511425448,168.09933180004558,0.5785,57.5,22.8
320,36.216398011139525,122.38509753540417,0.273,195.65,80.9
321,23.797092946941284,127.35566784194428,0.2069,64.0,84.8
322,30.61457857845862,162.20973757833545,0.6934,118.2,55.6
323,-37.75965755762517,87.49373689299989,0.3011,344.2,17.1
324,23.21236874808408,187.00866343529475,0.403,114.32,32.5
325,35.49744124793182,143.22512711998777,0.4043,133.7,70.8
326,36.68087312340733,154.25154037064019,0.5542,130.6,61.9
327,65.1887901784342,310.4264443180155,0.3743,196.0,2.5
328,49.69242355986979,145.64133164939165,0.443,161.3,61.5
329,32.72047399627073,107.97480956633335,1.3635,255.9,75.9
330,21.40563703513619,119.32260101117868,0.626,342.2,83.4
331,37.9198361439998,23.34709795698068,0.1801,244.9,9.4
332,18.585437855620444,129.5670877552682,0.2931,49.8,79.5
333,42.572606805896704,120.147251247223,0.9807,200.5,74.39
334,19.068609067274988,76.74944752025756,0.5279,283.5,47.0
335,24.9121935381569,132.77982926223746,0.6523,91.0,80.88
336,31.007957194174836,128.75815439319683,0.2232,141.55,83.6
337,34.819891375705915,134.14899284345063,0.4088,144.3,77.7
338,34.819891375705915,134.14899284345063,0.4056,144.3,77.7
339,11.674206207647405,192.11942606340943,0.4765,104.2,23.7
340,26.923281099690765,121.94814734605372,0.5969,295.8,89.1
341,9.394015631346093,91.5615778218447,0.1973,307.8,55.5
342,25.40182919387961,119.79547812687376,0.5378,313.7,86.7
343,13.578413090323723,140.6662084756316,1.0144,67.1,68.6
344,16.11899990786161,94.43164406508025,0.1985,299.6,61.4
345,27.808715579882307,113.26705678499174,0.2813,276.1,81.4
346,43.62184562984943,165.49809652216692,0.5791,140.0,52.1
347,72.04377990965814,205.00190346658647,0.9624,172.6,28.14
348,49.4890692228641,131.43848062824134,1.0769,178.8,66.7
349,-39.36801990609264,146.0283405458321,0.6203,31.7,20.1
350,27.808715579882307,113.26705678499174,0.2829,276.1,81.4
351,-4.004831925312211,156.59332122240542,0.1466,64.3,45.0
352,-4.089882536201772,101.7946334494192,1.0552,336.45,52.7
353,22.020245148533416,148.5438874939886,0.4431,96.1,66.2
354,64.94360588721158,20.536148830393234,0.5258,218.87,19.4
355,-9.795703405805353,96.9505342148497,0.1752,335.0,45.3
356,34.80641141633926,99.17901043546622,1.1824,256.3,68.3
357,12.801690672697337,170.7965013696231,0.65,94.9,43.1
358,-35.06751048804588,133.5452112653418,0.7963,22.6,27.0
359,60.06200417150032,132.65376895907795,1.2095,184.1,56.4
360,20.32358110157872,43.21506229810131,0.5007,268.7,17.9
361,36.58291142731957,131.65594880371498,0.31,157.0,78.0
362,20.161734271840334,173.9017529654568,0.5703,105.78,43.1
363,41.91157589908223,87.9321251604882,1.5786,246.3,57.9
364,-10.92332516411312,107.75936437324981,0.68,349.7,49.2
365,37.73912334748296,109.00738783688345,0.2102,237.2,74.2
366,30.885335136008965,217.5983475595517,0.2029,132.6,9.9
367,9.167233847101377,59.66864873147028,0.2713,286.8,27.9
368,5.1340741598488755,93.93925331892925,1.5987,316.2,54.7
369,-1.4349195455048682,128.70867051970998,0.213,24.8,60.9
370,15.852756599302479,104.86643721217158,0.3871,313.1,69.8
371,59.632791404580296,220.29283341515526,0.4926,160.7,19.62
372,49.813434996700515,63.775928893085364,0.5117,239.18,40.0
373,-11.898105314984509,71.40186973737356,0.7919,313.9,26.6
374,25.69298438138524,124.93869470614965,0.3596,64.7,87.7
375,10.788228487513399,96.9446274757188,0.3957,311.6,60.6
376,22.58410164352984,128.20970381534966,0.7436,60.5,83.4
377,28.763476647015928,114.76015784284189,0.7798,268.2,82.6
378,27.246886701756896,203.4770669843992,0.4479,124.1,19.8
379,26.447061420441734,122.27300549433522,0.6937,331.9,89.1
380,55.00185576418287,131.08872836087704,0.4328,183.04,61.5
381,15.606751361001113,135.43825402538383,0.0946,60.62916666666667,73.64
382,-16.527222862605868,162.4542464849851,0.5088,58.8,31.9
383,28.003882802813546,91.04516536971853,0.5931,273.6,61.8
384,-35.92721175988644,128.05009533379925,0.7784,17.5,26.76
385,25.27949850780042,160.5749183992856,0.3536,108.4,56.3
386,63.84551774686092,68.97277099684338,0.3365,220.5,39.8
387,80.51105143941373,237.33608336332694,0.4417,183.48,22.9
388,20.578119007345713,128.1468062799934,1.0099,50.01,81.9
389,15.852756599302479,104.86643721217158,0.3856,313.1,69.8
390,17.72592046017187,136.83179714761616,0.5337,69.5,74.1
391,70.40067369457446,184.40329412377022,0.7806,171.8,34.9
392,27.183138880741943,105.70047153223595,1.0699,278.7,74.68
393,0.2020485921638428,133.26870109694084,0.6927,34.8,61.3
394,12.050441473860806,146.84721178102248,0.3253,73.62916666666666,62.98
395,65.8587072454006,97.73949964489763,0.2317,208.0,48.2
